SMILES,HOMO,LUMO,J,V,FF,PCE,refJ,refV,refFF,refPCE,doi
COC1=CC=C(N(C2=CC=C(N(C3=CC=C4C(C(C=C(N(C5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C=C5)C8=CC=C(N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=C8)C=C%11)=C%11O4)=C3)C%12=CC=C(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C=C%12)C=C2)C%15=CC=C(OC)C=C%15)C=C1,-5.01,-,23.22,0.99,0.66,15.04,21.56,1.01,0.65,14.2,10.1039/c6ta00976j
COC1=CC=C(N(C2=CC(C3=C(N4C5=CC=C6C(C(C=C(N(C7=CC=C(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C7%10)C%11=C%10C=C(N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)C=C%11)C=C%14)=C%14O6)=C5)C=CC(N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)=C3)=C4C=C2)C%17=CC=C(OC)C=C%17)C=C1,-5.14,-,21.22,1.03,0.64,14.07,21.56,1.01,0.65,14.2,10.1039/c6ta00976j
COC1=CC=C(N(C2=CC=C(C3=NN=C(C4=CC=C(N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6)C=C4)O3)C=C2)C7=CC=C(OC)C=C7)C=C1,-5.46,-2.62,5.8,1.49,0.7,6.12,5.5,1.41,0.73,5.8,10.1002/cssc.201501665
-,-5.09,-3.44,21.75,0.97,0.7,14.74,21.11,1,0.72,15.33,10.1039/c5nr05697g
-,-5.08,-3.42,21.11,0.96,0.72,14.73,21.11,1,0.72,15.33,10.1039/c5nr05697g
COC1=CC=C(N(C2=CC=C(C(C=CC(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)=C5)=C5N6CCCCCC)C6=C2)C7=CC=C(OC)C=C7)C=C1,-4.85,-,19.9,0.99,0.55,10.9,17.5,0.99,0.55,13.3,10.1021/acsami.5b10093
COC1=CC=C(N(C2=CC=C(C(C=CC(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)=C5)=C5N6CC(CC)CCCC)C6=C2)C7=CC=C(OC)C=C7)C=C1,-,-,18.6,0.94,0.6,13.2,17.5,0.99,0.55,13.3,10.1021/acsami.5b10093
CCCCCCOC(C=C1OCCCCCC)=CC=C1C2=CC=C(N(C3=CC=C(C4=CC(N(CCCCCC)C5=C6SC7=C5N(CCCCCC)C8=C7SC(/C=C(C#N)/C#N)=C8)=C6S4)C=C3)C9=CC=C(C%10=C(OCCCCCC)C=C(OCCCCCC)C=C%10)C=C9)C=C2,-5.16,-3.56,16.1,1.02,0.44,7.3,21.5,1.02,0.49,10.7,10.1002/cssc.201501510
COC1=CC=C(N(C2=CC=C(C3=NN=C(C4=CC=C(N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6)C=C4)N3C7=CC=CC=C7)C=C2)C8=CC=C(OC)C=C8)C=C1,-5.17,-2.06,20.3,0.97,0.55,10.9,21.6,1,0.68,14.7,10.1002/asia.201501178
COC1=CC=C(N(C2=CC=C(C(S3)=CC=C3C4=NN=C(C5=CC=C(C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C6)S5)N4C9=CC=CC=C9)C=C2)C%10=CC=C(OC)C=C%10)C=C1,-5.08,-2.43,21.8,1,0.66,14.4,21.6,1,0.68,14.7,10.1002/asia.201501178
N(C1=CC=CC=C1)(C2=CC=C(N3C(C=C(C=CC=C4)C4=C5)=C5N(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)C9=C3C=CC=C9)C=C2)C%10=CC=CC=C%10,-5.34,-2.57,15.29,0.9,0.62,8.52,13.27,0.89,0.29,3.55,10.1016/j.jechem.2016.03.021
COC1=CC=C(N(C2=CC=C(N3C(C=C(C=CC=C4)C4=C5)=C5N(C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C6)C9=C3C=CC=C9)C=C2)C%10=CC=C(OC)C=C%10)C=C1,-5.29,-2.52,16.89,0.92,0.67,10.36,13.27,0.89,0.29,3.55,10.1016/j.jechem.2016.03.021
N(C1=CC=CC=C1)(C2=CC=C(C3=C(OC(C=CC=C4)=C4O5)C5=C(S3)C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)C=C2)C9=CC=CC=C9,-5.45,-2.58,18.31,0.91,0.64,10.64,-,-,-,-,10.1002/asia.201501423
COC1=CC=C(N(C2=CC=C(C3=C(OC(C=CC=C4)=C4O5)C5=C(S3)C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C6)C=C2)C9=CC=C(OC)C=C9)C=C1,-5.32,-2.53,16.58,0.78,0.52,6.69,-,-,-,-,10.1002/asia.201501423
COC1=CC=C(N(C2=CC=C(C(S3)=CC(CCCCCC)=C3C(S4)=C5C(OCCO5)=C4C6=C(CCCCCC)C=C(C7=CC=C(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C7)S6)C=C2)C%10=CC=C(OC)C=C%10)C=C1,-5.21,-2.64,21.44,1.01,0.65,13.91,18.9,0.99,0.69,12.95,10.1016/j.electacta.2016.05.122
COC1=CC=C(N(C2=CC=C(C3=CC4=C(C5=CC=C(CC(CCCCC)CC)S5)C6=C(C=C(C7=CC=C(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C7)S6)C(C%10=CC=C(CC(CCCC)CC)S%10)=C4S3)C=C2)C%11=CC=C(OC)C=C%11)C=C1,-5.12,-2.51,17.47,0.91,0.41,6.45,18.9,0.99,0.69,12.95,10.1016/j.electacta.2016.05.122
COC1=CC=C(N(C2=C(F)C(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)=C(N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6)C(F)=C2N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C1,-5.2,-,15.7,0.84,0.55,7.2,-,-,-,-,10.1021/acs.chemmater.6b00858
COC(C=C1)=CC=C1N(C2=CC=C(/C(C3=CC=C(N(C4=CC=C(OC)C=C4)C5=CC=CC=C5OC)C=C3)=C(C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=CC=C8OC)C=C6)/C(C=C9)=CC=C9N(C%10=CC=C(OC)C=C%10)C%11=C(OC)C=CC=C%11)C=C2)C%12=C(OC)C=CC=C%12,-5.17,-2.48,20.5,0.98,0.45,9.12,20.04,0.97,0.39,7.66,10.1039/C6RA07603C
N(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC(C4=CC=C(C5=CC=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)S5)S4)=CC=C3,-5.21,-2.61,17.88,1.01,0.67,12.08,20.9,1.07,0.77,17.04,10.1039/C6SC01478J
N(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC(C4=CC5=C(S4)C=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)S5)=CC=C3,-5.2,-2.49,18.15,0.92,0.64,11.11,20.9,1.07,0.77,17.04,10.1039/C6SC01478J
N(C1=CC=C(C2=CC(SC(/C=C/C3=CC4=C(S3)C=C(C5=CC=C(N(C6=CC=CC=C6)C7=CC=CC=C7)C=C5)S4)=C8)=C8S2)C=C1)(C9=CC=CC=C9)C%10=CC=CC=C%10,-5.27,-2.85,20.44,1.06,0.76,16.6,20.9,1.07,0.77,17.04,10.1039/C6SC01478J
CCN1C2=C(C=C(N(CC)C3=C4C=C(/C=C(C5=CC=C(OC)C=C5)/C6=CC=C(OC)C=C6)C=C3)C4=C2)C7=C1C=C(/C=C(C8=CC=C(OC)C=C8)/C9=CC=C(OC)C=C9)C=C7,-,-,20.53,1.08,0.75,17.03,20.81,1.08,0.75,17.03,10.1039/C6NR01275B
COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C/C3=CC4=C(C5=C6C(C7=CC(/C=C(C8=CC=C(OC)C=C8)/C9=CC=C(OC)C=C9)=CC=C7N6CC)=C(N%10CC)C(C%11=C%10C(/C=C(C%12=CC=C(OC)C=C%12)/C%13=CC=C(OC)C=C%13)=CC=C%11)=C5N4CC)C=C3,-,-,19.09,1.01,0.7,15.24,20.81,1.08,0.75,17.03,10.1039/C6NR01275B
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=CC=C(C5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C=C5)C=C4)C=C3)C=C1,-5.28,-2.3,20.4,1.03,0.73,15.5,20.7,1.03,0.75,15.9,10.1039/C6SC00876C
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=C5C=C(C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C6)C(CCC(C=CC(CC5)=C9)=C9C%10=CC=C(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C=C%10)=C4)C=C3)C=C1,-5.29,-2.34,20.5,1.03,0.74,16.4,20.7,1.03,0.75,15.9,10.1039/C6SC00876C
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=C(C=C(C5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C=C5)C8=C4)CCC9=CC(C%10=CC=C(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C=C%10)=C(CC8)C=C9C%13=CC=C(N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OC)C=C%15)C=C%13)C=C3)C=C1,-5.28,-2.32,22,1.05,0.78,18,20.7,1.03,0.75,15.9,10.1039/C6SC00876C
COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=CC=C(C5=CC=C(N(C6=CC=C(C(S7)=CC=C7C8=CC=C(N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=C8)C=C6)C%11=CC=CC(C(S%12)=CC=C%12C%13=CC=C(N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OC)C=C%15)C=C%13)=C%11)C=C5)S4)C=C3)C=C1,-4.96,-2.31,19.6,1.1,0.89,6.28,17.64,1.04,0.49,9,10.1039/C6RA12574C
COC1=CC=C(N(C(C=C2)=CC3=C2C4=C(C3(CCC)CCC)C5=C(C(CCC)(CCC)C6=C5C=CC(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)=C6)C9=C4C(CCC)(CCC)C%10=C9C=CC(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)=C%10)C%13=CC=C(OC)C=C%13)C=C1,-5.15,-1.99,8.03,0.88,0.45,3.18,16.56,0.87,0.48,6.4,10.1016/j.dyepig.2015.11.004
COC1=CC=C(N(C2=CC=C(/C=C/C3=CC=C(N(C4=CC=C(C5=CC=C(N(C6=CC=C(/C=C/C7=CC=C(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C7)C=C6)C%10=CC=C(/C=C/C%11=CC=C(N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)C=C%11)C=C%10)C=C5)C=C4)C%14=CC=C(/C=C/C%15=CC=C(N(C%16=CC=C(OC)C=C%16)C%17=CC=C(OC)C=C%17)C=C%15)C=C%14)C=C3)C=C2)C%18=CC=C(OC)C=C%18)C=C1,-5.28,-2.51,17.37,0.93,0.69,11.06,15.41,0.9,0.7,9.61,10.1002/ente.201600303
COC1=CC=C(N(C2=CC=C(/C=C/C3=CC=C(N(C4=CC=C(C5=CC=C(N(C6=CC=C(/C=C/C7=CC=C(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C7)C=C6)C%10=CC=C(C)C=C%10)C=C5)C=C4)C%11=CC=C(C)C=C%11)C=C3)C=C2)C%12=CC=C(OC)C=C%12)C=C1,-5.25,-2.54,15.49,0.9,0.73,10.1,15.41,0.9,0.7,9.61,10.1002/ente.201600303
COC(C=C1)=CC=C1N(C2=CC=C(OC)C=C2)C3=CC=C(C(C=CC(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)=C6)=C6N7C(C=C8)=CC=C8/C(C9=CC=C(N%10C%11=C(C=CC(N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)=C%11)C%14=CC=C(N(C%15=CC=C(OC)C=C%15)C%16=CC=C(OC)C=C%16)C=C%14%10)C=C9)=C(C%17=CC=CC=C%17)\C%18=CC=CC=C%18)C7=C3,-5.19,-2.22,21.55,1.01,0.69,14.92,20.58,1.03,0.71,15.01,10.1002/chem.201605187
COC(C=C1)=CC=C1N(C2=CC=C(C(C=CC(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)=C5)=C5N6C(C=C7)=CC=C7/C(C8=CC=C(N9C%10=C(C=CC(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)=C%10)C%13=CC=C(N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OC)C=C%15)C=C%139)C=C8)=C(C%16=CC=C(N%17C%18=C(C=CC(C%19=CC(OC)=CC=C%19CC%20=CC=C(OC)C=C%20)=C%18)C%21=CC=C(N(C%22=CC=C(OC)C=C%22)C%23=CC=C(OC)C=C%23)C=C%21%17)C=C%16)\C%24=CC=C(N%25C%26=C(C=CC(N(C%27=CC=C(OC)C=C%27)C%28=CC=C(OC)C=C%28)=C%26)C%29=CC=C(N(C%30=CC=C(OC)C=C%30)C%31=CC=C(OC)C=C%31)C=C%29%25)C=C%24)C6=C2)C%32=CC=C(OC)C=C%32,-5.2,-2.25,22.23,1.02,0.74,16.74,20.58,1.03,0.71,15.01,10.1002/chem.201605188
COC(C=C1)=CC=C1N(C2=CC=C3C(C(C=C(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C6)=C6N3C(C=C7)=CC=C7/C(C8=CC=C(N9C%10=C(C=C(N(C%11=CC=C(OC)C=C%11)C%12=CC=C(OC)C=C%12)C=C%10)C%13=CC(N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OC)C=C%15)=CC=C%139)C=C8)=C(C%16=CC=C(N%17C%18=C(C=C(N(C%19=CC=C(OC)C=C%19)C%20=CC=C(OC)C=C%20)C=C%18)C%21=CC(N(C%22=CC=C(OC)C=C%22)C%23=CC=C(OC)C=C%23)=CC=C%21%17)C=C%16)\C%24=CC=C(N%25C%26=C(C=C(N(C%27=CC=C(OC)C=C%27)C%28=CC=C(OC)C=C%28)C=C%26)C%29=CC(N(C%30=CC=C(OC)C=C%30)C%31=CC=C(OC)C=C%31)=CC=C%29%25)C=C%24)=C2)C%32=CC=C(OC)C=C%32,-5.21,-2.41,19.76,0.98,0.69,13.3,20.58,1.03,0.71,15.01,10.1002/chem.201605189
COC(C=C1)=CC=C1N(C2=CC=C(C(C=CC(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)=C5)=C5/C6=C7C8=C(C=CC(N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)=C8)C%11=CC=C(N(C%12=CC=C(OC)C=C%12)C%13=CC=C(OC)C=C%13)C=C%11/7)C6=C2)C%14=CC=C(OC)C=C%14,-5.2,-,19.68,1.1,0.68,14.75,16.68,1.06,0.66,11.7,10.1016/j.nanoen.2016.11.022
COC(C=C1)=CC=C1N(C2=CC(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)=CC(C5=CC(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)=CC(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)=C5)=C2)C%10=CC=C(OC)C=C%10,-5.37,-2.27,19.5,1.01,0.69,13.6,21.4,1.08,0.77,17.8,10.1039/C6RA20614J
COC(C=C1)=CC=C1N(C2=CC(N(C3=CC=C(OC)C=C3)C4=CC=C(OC)C=C4)=CC5=C2N(CCCC)C6=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C(N(C9=CC=C(OC)C=C9)C%10=CC=C(OC)C=C%10)C=C65)C%11=CC=C(OC)C=C%11,-5.15,-2.28,16,0.97,0.74,11.5,21.4,1.08,0.77,17.8,10.1039/C6RA20614J
COC1=CC=C(C2=CC=C(C(C3=CC=C(C4=CC=C(OC)C=C4)C=C3)(C5=CC=C(C6=CC=C(OC)C=C6)C=C5)C7=CC=C(C8=CC=C(OC)C=C8)C=C7)C=C2)C=C1,-5.36,-1.33,12.82,0.87,0.42,4.62,21.43,1.07,0.76,17.42,10.1002/cssc.201601683
COC1=CC=C(N(C2=CC=C(C(C3=CC=C(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C3)(C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C6)C9=CC=C(N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C=C9)C=C2)C%12=CC=C(OC)C=C%12)C=C1,-5.32,-1.96,15.81,0.92,0.64,9.33,21.43,1.07,0.76,17.42,10.1002/cssc.201601683
COC1=CC=C(N(C2=CC=C(C3=CC=C(C(C4=CC=C(C5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C=C5)C=C4)(C8=CC=C(C9=CC=C(N(C%10=CC=C(OC)C=C%10)C%11=CC=C(OC)C=C%11)C=C9)C=C8)C%12=CC=C(C%13=CC=C(N(C%14=CC=C(OC)C=C%14)C%15=CC=C(OC)C=C%15)C=C%13)C=C%12)C=C3)C=C2)C%16=CC=C(OC)C=C%16)C=C1,-5.29,-2.16,20.97,1.06,0.75,16.76,21.43,1.07,0.76,17.42,10.1002/cssc.201601683
COC1=CC=C(N(C2=CC=C(C3=CC4=C(S3)C5=C(C=C(C(SC(C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C6)=C9)=C9C%10=C%11SC(C%12=CC=C(N(C%13=CC=C(OC)C=C%13)C%14=CC=C(OC)C=C%14)C=C%12)=C%10)C%11=C5)C%15=C4C=C(C%16=CC=C(N(C%17=CC=C(OC)C=C%17)C%18=CC=C(OC)C=C%18)C=C%16)S%15)C=C2)C%19=CC=C(OC)C=C%19)C=C1,-5.32,-2.82,21.75,1.07,0.78,18.13,21.33,1.12,0.74,17.8,10.1002/aenm.201601674
CCCCOC1=CC=C(N(C2=CC=C(C(S3)=CC4=C3C(C=C(C(SC(C5=CC=C(N(C6=CC=C(OCCCC)C=C6)C7=CC=C(OCCCC)C=C7)C=C5)=C8)=C8C9=C%10SC(C%11=CC=C(N(C%12=CC=C(OCCCC)C=C%12)C%13=CC=C(OCCCC)C=C%13)C=C%11)=C9)C%10=C%14)=C%14C%15=C4C=C(C%16=CC=C(N(C%17=CC=C(OCCCC)C=C%17)C%18=CC=C(OCCCC)C=C%18)C=C%16)S%15)C=C2)C%19=CC=C(OCCCC)C=C%19)C=C1,-5.32,-2.83,20.94,1.05,0.78,17.28,21.33,1.12,0.74,17.8,10.1002/aenm.201601674
CCCCCCOC1=CC=C(N(C2=CC=C(C3=CC4=C(S3)C5=C(C=C(C(SC(C6=CC=C(N(C7=CC=C(OCCCCCC)C=C7)C8=CC=C(OCCCCCC)C=C8)C=C6)=C9)=C9C%10=C%11SC(C%12=CC=C(N(C%13=CC=C(OCCCCCC)C=C%13)C%14=CC=C(OCCCCCC)C=C%14)C=C%12)=C%10)C%11=C5)C%15=C4C=C(C%16=CC=C(N(C%17=CC=C(OCCCCCC)C=C%17)C%18=CC=C(OCCCCCC)C=C%18)C=C%16)S%15)C=C2)C%19=CC=C(OCCCCCC)C=C%19)C=C1,-5.31,-2.82,19.6,1.03,0.78,15.66,21.33,1.12,0.74,17.8,10.1002/aenm.201601674
CCCCCCCCCCOC1=CC=C(N(C2=CC=C(C(S3)=CC4=C3C(C=C(C(SC(C5=CC=C(N(C6=CC=C(OCCCCCCCCCC)C=C6)C7=CC=C(OCCCCCCCCCC)C=C7)C=C5)=C8)=C8C9=C%10SC(C%11=CC=C(N(C%12=CC=C(OCCCCCCCCCC)C=C%12)C%13=CC=C(OCCCCCCCCCC)C=C%13)C=C%11)=C9)C%10=C%14)=C%14C%15=C4C=C(C%16=CC=C(N(C%17=CC=C(OCCCCCCCCCC)C=C%17)C%18=CC=C(OCCCCCCCCCC)C=C%18)C=C%16)S%15)C=C2)C%19=CC=C(OCCCCCCCCCC)C=C%19)C=C1,-5.32,-2.82,14.92,1.03,0.63,9.67,21.33,1.12,0.74,17.8,10.1002/aenm.201601674
CCCCCCN1C2=C(SC(C3=CC=C(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C3)=C2)C(C1=C6)=CC=C6C7=CC=C(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C7,-5.12,-2.33,22.55,1.07,0.7,15.32,23.15,1.09,0.73,18.42,10.1039/C8CC08283A
CCCCCCN1C2=C(SC(C3=CC=C(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C3)=C2)C6=CC=C(N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8)C=C61,-5.14,-2.34,21.18,0.95,0.68,12.64,23.15,1.09,0.73,18.42,10.1039/C8CC08283A
COC1=CC=C(N(C2=CC=C(C3=CC=C(C(SC(C4=CC=C(N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6)C=C4)=C7)=C7N8C9=CC=C(OC)C=C9)C8=C3)C=C2)C%10=CC=C(OC)C=C%10)C=C1,-4.89,-2.14,22.71,1.11,0.72,16.27,23.15,1.09,0.73,18.42,10.1039/C8CC08283A
COC1=CC=C(N(C2=CC=C(C(SC(C3=CC=C(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C3)=C6)=C6N7C8=CC=C(OC)C=C8)C7=C2)C9=CC=C(OC)C=C9)C=C1,-4.93,-2.17,21.55,1.03,0.69,13.95,23.15,1.09,0.73,18.42,10.1039/C8CC08283A
O=C1C(C2C(C(S3)=CC=C3C4=CC(C=CC=C5)=C5N4C6=CC=CC=C6)N1CCCCCCCC)C(C(S7)=CC=C7C8=CC(C=CC=C9)=C9N8C%10=CC=CC=C%10)N(CCCCCCCC)C2=O,-4.9,-3.2,15.08,0.96,0.7,10.14,14.99,0.86,0.61,7.87,10.1016/j.orgel.2016.06.019
O=C1C(C2C(C(S3)=CC=C3C4=CC(C=CC=C5)=C5N4C6=CC=CC=C6)N1C(CC)CCCCC)C(C(S7)=CC=C7C8=CC(C=CC=C9)=C9N8C%10=CC=CC=C%10)N(CC(CC)CCCC)C2=O,-4.9,-3.2,15.18,0.86,0.41,5.4,14.99,0.86,0.61,7.87,10.1016/j.orgel.2016.06.019
CCCCCCOC1=CC=C(C2=C(C3=CC=C(OCCCCCC)C=C3)N=C(C4=CC=C(C([N]5)=NC(C6=CC=C(OCCCCCC)C=C6)=C5C7=CC=C(OCCCCCC)C=C7)C=C4)[N]2)C=C1,-5.31,-2.33,12.19,0.55,0.32,2.12,19.79,0.95,0.67,12.58,10.1002/cssc.201600923
CCCCCCOC1=CC=C(C(C(C2=CC=C(OCCCCCC)C=C2)=N/3)=NC3=C4C=C/C(C=C\4)=C5N=C(C6=CC=C(OCCCCCC)C=C6)C(C7=CC=C(OCCCCCC)C=C7)=N/5)C=C1,-5.43,-3.95,15.86,0.91,0.54,7.79,19.79,0.95,0.67,12.58,10.1002/cssc.201600923
CCCCCCCCCCCCOC1=CC=C(C(C(C2=CC=C(OCCCCCCCCCCCC)C=C2)=N/3)=NC3=C4C=C/C(C=C/4)=C5N=C(C6=CC=C(OCCCCCCCCCCCC)C=C6)C(C7=CC=C(OCCCCCCCCCCCC)C=C7)=N/5)C=C1,-5.43,-3.95,19.84,0.95,0.65,12.22,19.79,0.95,0.67,12.58,10.1002/cssc.201600923
CCCCCC[Si]1(CCCCCC)C2=C(C=CC(C3=CC=C(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C3)=C2)C6=CC=C(C7=CC=C(N(C8=CC=C(OC)C=C8)C9=CC=C(OC)C=C9)C=C7)C=C61,-5.33,-2.46,18.9,0.92,0.65,11,19.7,0.98,0.64,12.3,10.1039/C6TA01776B
COC1=CC=C(N(C2=CC=C(C3=CC=C(C(C=CC(C4=CC=C(N(C5=CC=C(OC)C=C5)C6=CC=C(OC)C=C6)C=C4)=C7)=C7N8C9=CC=C(OC)C=C9)C8=C3)C=C2)C%10=CC=C(OC)C=C%10)C=C1,-5.16,-1.96,22.5,1.1,0.7,17.4,-,-,-,-,10.1021/acsnano.6b02442
COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C\N(/C=C(C3=CC=C(OC)C=C3)/C4=CC=C(OC)C=C4)C5=CC6=C(C=C5)N(CC)C7=C6C=CC=C7,-5.13,-,22.5,1.07,0.74,17.8,22.7,1.09,0.75,18.6,10.1016/j.nanoen.2017.01.015
